"X","Y","Z","TimeStep1 - u","TimeStep1 - v","TimeStep1 - w"
0.0,0.0,0.0,9.916666665878515e-05,7.984190121117727e-15,-3.0636823901338232e-15
0.16666666666666666,0.0,0.0,8.263888888452485e-05,-2.857288517902482e-14,5.653831146958808e-15
0.3333333333333333,0.0,0.0,6.611111110620843e-05,9.141617048610507e-15,1.0713603972232832e-14
0.5,0.0,0.0,4.958333333635342e-05,7.762748403992051e-14,3.502932060189181e-14
0.6666666666666666,0.0,0.0,3.305555556914243e-05,-6.110799414929268e-14,1.1597068930034619e-13
0.8333333333333333,0.0,0.0,1.652777777430035e-05,-7.061753119283716e-14,8.908285205084055e-14
1.0,0.0,0.0,-8.089126802123651e-14,1.5472481804872174e-13,-4.199966918953628e-14
0.0,0.16666666666666666,0.0,9.916666666253566e-05,-7.844537362122045e-15,-4.003859721733029e-15
0.16666666666666666,0.16666666666666666,0.0,8.263888888229996e-05,-1.3428910461656463e-14,6.677832973978946e-15
0.3333333333333333,0.16666666666666666,0.0,6.611111110338203e-05,4.271640229262273e-15,7.228602436104488e-15
0.5,0.16666666666666666,0.0,4.9583333346754194e-05,2.1592374326259612e-14,-1.5062012868097734e-14
0.6666666666666666,0.16666666666666666,0.0,3.305555556607346e-05,-1.4620267935833622e-14,-1.566368715741186e-13
0.8333333333333333,0.16666666666666666,0.0,1.6527777753100278e-05,-2.414064463074638e-14,1.752501576802008e-13
1.0,0.16666666666666666,0.0,-3.2836485475096394e-14,7.397490289228652e-14,1.057825315053116e-13
0.0,0.3333333333333333,0.0,9.91666666516833e-05,-1.1175376425523754e-14,2.0312344862500898e-15
0.16666666666666666,0.3333333333333333,0.0,8.263888887375346e-05,-6.423816598017312e-15,-3.9873205478368285e-16
0.3333333333333333,0.3333333333333333,0.0,6.61111110953086e-05,-3.468208636663043e-16,1.1249408987571107e-14
0.5,0.3333333333333333,0.0,4.958333332108636e-05,3.359050724400946e-15,6.467471554560955e-15
0.6666666666666666,0.3333333333333333,0.0,3.305555553932807e-05,-8.185528566034013e-15,-1.7278133053326674e-14
0.8333333333333333,0.3333333333333333,0.0,1.6527777759216954e-05,1.6320487660617975e-14,2.345256954138905e-13
1.0,0.3333333333333333,0.0,-9.949567107837205e-14,4.121310421750804e-14,-4.119001952389979e-13
0.0,0.5,0.0,9.916666664925397e-05,-9.271255228326705e-15,-1.231170785008984e-14
0.16666666666666666,0.5,0.0,8.26388888660886e-05,-5.210371373295156e-15,-2.518662599591922e-14
0.3333333333333333,0.5,0.0,6.611111108426606e-05,2.462560881984773e-15,-1.9229321420538628e-15
0.5,0.5,0.0,4.958333330119442e-05,5.779507018078184e-15,7.464571038051048e-15
0.6666666666666666,0.5,0.0,3.305555550187785e-05,9.106236555804204e-15,-2.5187647367172726e-14
0.8333333333333333,0.5,0.0,1.6527777708102496e-05,4.0636291375725705e-14,9.573801930688843e-14
1.0,0.5,0.0,1.7966805269840354e-14,3.3592095175985206e-14,2.843671221837416e-13
0.0,0.6666666666666666,0.0,9.916666663397622e-05,-7.223250211594977e-15,1.0216043096683601e-14
0.16666666666666666,0.6666666666666666,0.0,8.263888885992073e-05,-3.3966459403874834e-15,1.9403846633437882e-14
0.3333333333333333,0.6666666666666666,0.0,6.611111108102894e-05,2.975192945637909e-15,-4.0295272817157127e-14
0.5,0.6666666666666666,0.0,4.958333329944159e-05,1.346605042654168e-14,2.012945836654569e-14
0.6666666666666666,0.6666666666666666,0.0,3.305555551310233e-05,3.009583439571544e-14,-1.9353363354018504e-15
0.8333333333333333,0.6666666666666666,0.0,1.6527777746586517e-05,3.1743305528030475e-14,2.6225666167933186e-14
1.0,0.6666666666666666,0.0,5.063431832611854e-14,2.277053527963686e-14,-2.546314653292196e-13
0.0,0.8333333333333333,0.0,9.916666663817071e-05,-5.14886099967153e-15,-8.949024393675083e-15
0.16666666666666666,0.8333333333333333,0.0,8.263888885592744e-05,-1.7829567094152883e-15,-7.576310211151602e-15
0.3333333333333333,0.8333333333333333,0.0,6.611111107899953e-05,3.770610409409169e-16,7.803452090331383e-16
0.5,0.8333333333333333,0.0,4.9583333307104914e-05,1.240146903607669e-14,-2.4493396737859686e-16
0.6666666666666666,0.8333333333333333,0.0,3.305555552929778e-05,3.8896179897117275e-14,-5.171269986126932e-15
0.8333333333333333,0.8333333333333333,0.0,1.6527777762286903e-05,2.3170105416582702e-14,1.3513083541618005e-13
1.0,0.8333333333333333,0.0,-2.3577477819430157e-14,-7.070483616584242e-16,-2.862728003718593e-14
0.0,1.0,0.0,9.916666663203414e-05,-3.040593425974696e-16,2.7916302889697673e-15
0.16666666666666666,1.0,0.0,8.26388888538825e-05,-3.045784473532944e-17,7.681367248520575e-15
0.3333333333333333,1.0,0.0,6.611111107808101e-05,5.133882707079672e-16,1.0089101022718653e-14
0.5,1.0,0.0,4.958333331132472e-05,-2.9581471359425163e-15,1.1688598009086613e-14
0.6666666666666666,1.0,0.0,3.30555555544182e-05,2.862089360229841e-14,-2.9826090392306954e-14
0.8333333333333333,1.0,0.0,1.652777783390554e-05,-5.740002571710898e-14,1.8889744693692722e-13
1.0,1.0,0.0,1.0079131727313081e-13,3.97654082127942e-14,1.145208840458862e-13
0.0,0.0,0.16666666666666666,9.916666666000066e-05,-9.552415421698564e-16,2.5581539253364784e-15
0.16666666666666666,0.0,0.16666666666666666,8.263888888298241e-05,-1.61443633058122e-14,1.799694034768904e-15
0.3333333333333333,0.0,0.16666666666666666,6.611111110523152e-05,6.482438662572076e-15,7.449171251213484e-15
0.5,0.0,0.16666666666666666,4.958333332714017e-05,-1.101991354753404e-14,1.5065599631818218e-14
0.6666666666666666,0.0,0.16666666666666666,3.3055555567728935e-05,3.7922030895878197e-14,3.338131023792806e-14
0.8333333333333333,0.0,0.16666666666666666,1.6527777838074918e-05,-4.8413402804530496e-14,6.17942640264635e-14
1.0,0.0,0.16666666666666666,7.632274568706416e-14,1.734914850045925e-14,2.423619366537986e-14
0.0,0.16666666666666666,0.16666666666666666,9.916666665885549e-05,-8.219331733142447e-15,2.5607426357680478e-15
0.16666666666666666,0.16666666666666666,0.16666666666666666,8.263888888117264e-05,-6.438411425794811e-15,-4.87302898740565e-16
0.3333333333333333,0.16666666666666666,0.16666666666666666,6.611111110908378e-05,1.5260179500472067e-15,5.0935882878804675e-15
0.5,0.16666666666666666,0.16666666666666666,4.958333334132412e-05,1.984823584205471e-15,-6.199467904289986e-15
0.6666666666666666,0.16666666666666666,0.16666666666666666,3.3055555555111295e-05,7.533682799489659e-15,-3.5513101915976413e-14
0.8333333333333333,0.16666666666666666,0.16666666666666666,1.6527777812278374e-05,-2.313036434011866e-14,7.075305709319731e-14
1.0,0.16666666666666666,0.16666666666666666,1.3681201205307637e-13,6.111721945847368e-14,3.8837391343127387e-14
0.0,0.3333333333333333,0.16666666666666666,9.916666665078813e-05,-8.999362489428599e-15,-1.0379195581524341e-15
0.16666666666666666,0.3333333333333333,0.16666666666666666,8.26388888726229e-05,-3.356551040400091e-15,-1.605994607488851e-15
0.3333333333333333,0.3333333333333333,0.16666666666666666,6.611111109463674e-05,2.475910862673769e-16,4.957263811616627e-15
0.5,0.3333333333333333,0.16666666666666666,4.958333331668636e-05,-2.6725053386967558e-15,1.330048335227804e-15
0.6666666666666666,0.3333333333333333,0.16666666666666666,3.305555553260498e-05,-1.974677837913014e-14,2.0327017393690558e-15
0.8333333333333333,0.3333333333333333,0.16666666666666666,1.6527777818332494e-05,-2.1700514491490447e-14,7.795687127043847e-14
1.0,0.3333333333333333,0.16666666666666666,1.218933954283038e-13,9.695423766062624e-15,-8.559335828668151e-14
0.0,0.5,0.16666666666666666,9.916666664805004e-05,-9.08583994896676e-15,-6.064367411792988e-15
0.16666666666666666,0.5,0.16666666666666666,8.263888886475393e-05,-5.217715977700457e-15,-8.593586854174304e-15
0.3333333333333333,0.5,0.16666666666666666,6.611111108145589e-05,4.463616998391621e-15,-1.899271125249512e-15
0.5,0.5,0.16666666666666666,4.958333329544868e-05,3.5362002704729167e-15,5.4954901975302915e-15
0.6666666666666666,0.5,0.16666666666666666,3.305555547758203e-05,4.568450823954334e-16,5.881367652391932e-15
0.8333333333333333,0.5,0.16666666666666666,1.6527777615122426e-05,9.302602313636337e-15,5.5898025677785014e-14
1.0,0.5,0.16666666666666666,-2.9683368074843533e-13,8.414588595606442e-15,7.343213856894002e-14
0.0,0.6666666666666666,0.16666666666666666,9.916666663606259e-05,-8.127675365922804e-15,3.856814772322355e-15
0.16666666666666666,0.6666666666666666,0.16666666666666666,8.263888886201005e-05,-4.736599779262952e-15,2.5928568465403735e-15
0.3333333333333333,0.6666666666666666,0.16666666666666666,6.611111107971619e-05,2.0784061307720827e-15,-1.1358630633555127e-14
0.5,0.6666666666666666,0.16666666666666666,4.9583333294257396e-05,1.4048125623090985e-14,7.33894165731034e-15
0.6666666666666666,0.6666666666666666,0.16666666666666666,3.305555549720672e-05,3.476094897223106e-14,7.292538900316756e-15
0.8333333333333333,0.6666666666666666,0.16666666666666666,1.652777766815193e-05,6.166258159049362e-14,1.41552307648232e-14
1.0,0.6666666666666666,0.16666666666666666,-2.5855797388197347e-13,4.2179802045171224e-14,-6.747677924090384e-14
0.0,0.8333333333333333,0.16666666666666666,9.916666663457749e-05,-7.219547167101271e-15,-1.5043672639107678e-15
0.16666666666666666,0.8333333333333333,0.16666666666666666,8.263888885443204e-05,-4.11938098742091e-15,-1.272026461595139e-15
0.3333333333333333,0.8333333333333333,0.16666666666666666,6.611111107756454e-05,-4.171536918687012e-15,-6.816476595571793e-16
0.5,0.8333333333333333,0.16666666666666666,4.9583333304644216e-05,1.2290647643869277e-14,2.63165086201109e-15
0.6666666666666666,0.8333333333333333,0.16666666666666666,3.305555552752235e-05,5.3942291506309116e-14,7.18339474440991e-15
0.8333333333333333,0.8333333333333333,0.16666666666666666,1.652777774290857e-05,1.1472066791535164e-13,6.644637391178803e-14
1.0,0.8333333333333333,0.16666666666666666,-4.295468957226191e-14,-9.765919778593384e-15,2.0407435075839386e-15
0.0,1.0,0.16666666666666666,9.916666662796883e-05,-8.510199734069319e-15,7.704804980503693e-16
0.16666666666666666,1.0,0.16666666666666666,8.26388888517328e-05,-7.979622573229872e-15,2.178720483337712e-15
0.3333333333333333,1.0,0.16666666666666666,6.611111107598298e-05,-8.45045685979653e-15,4.1207321884119944e-15
0.5,1.0,0.16666666666666666,4.9583333306071324e-05,-2.15959974756458e-15,3.12733748830774e-15
0.6666666666666666,1.0,0.16666666666666666,3.305555554513177e-05,3.827648738225902e-14,-2.515666255404896e-17
0.8333333333333333,1.0,0.16666666666666666,1.652777784903593e-05,2.012030554197896e-13,7.819705435267849e-14
1.0,1.0,0.16666666666666666,2.9241214798824363e-13,-9.383959478796152e-14,6.124539746691741e-14
0.0,0.0,0.3333333333333333,9.916666666505138e-05,-2.538740627239909e-14,3.1011070791888307e-15
0.16666666666666666,0.0,0.3333333333333333,8.26388888829889e-05,3.2120387378341564e-14,3.052958880061538e-15
