"X","Y","Z","TimeStep1 - u","TimeStep1 - v","TimeStep1 - w"
0.0,0.0,0.0,9.99999999741743e-05,-1.6267231956854732e-14,5.239783496403013e-14
0.16666666666666666,0.0,0.0,8.333333332033727e-05,3.8517013731968616e-15,1.5515171096646812e-14
0.3333333333333333,0.0,0.0,6.666666665996413e-05,8.868588361326744e-15,2.3037520331366214e-15
0.5,0.0,0.0,4.999999999398077e-05,-8.244656599425115e-15,-8.570311454435988e-16
0.6666666666666666,0.0,0.0,3.333333332936844e-05,1.120065163293401e-14,6.465808468243927e-16
0.8333333333333333,0.0,0.0,1.666666666456565e-05,-1.1307384302957268e-14,2.1822987832820233e-15
1.0,0.0,0.0,3.345332743265318e-16,3.4121667310974627e-15,-4.126288259764351e-15
0.0,0.16666666666666666,0.0,0.00010000000001605234,-7.70529112569487e-15,-1.0880351502859414e-13
0.16666666666666666,0.16666666666666666,0.0,8.333333333068449e-05,-5.302098545668645e-15,8.657116493077564e-15
0.3333333333333333,0.16666666666666666,0.0,6.666666666441992e-05,1.6835096636853827e-15,3.4145437769412536e-14
0.5,0.16666666666666666,0.0,4.999999999686925e-05,-2.0135480477834138e-15,-1.524920118074278e-14
0.6666666666666666,0.16666666666666666,0.0,3.3333333330271826e-05,2.1474602311228397e-15,6.88531226772709e-16
0.8333333333333333,0.16666666666666666,0.0,1.666666666562703e-05,-3.4376194639674072e-15,-1.0710118397452085e-15
1.0,0.16666666666666666,0.0,1.6977174482235627e-16,-1.038777277831914e-15,1.4942850181464646e-15
0.0,0.3333333333333333,0.0,9.999999998312911e-05,-8.089768876228536e-15,5.6280133838807926e-14
0.16666666666666666,0.3333333333333333,0.0,8.333333332069259e-05,-7.614309340282212e-16,1.7538422539149665e-14
0.3333333333333333,0.3333333333333333,0.0,6.666666665756779e-05,-5.92081277764562e-16,-3.1240063618853483e-15
0.5,0.3333333333333333,0.0,4.999999999403629e-05,-2.0426241874684815e-15,3.9689434460162153e-16
0.6666666666666666,0.3333333333333333,0.0,3.333333333023911e-05,-3.2984880422780126e-16,9.75209121166526e-16
0.8333333333333333,0.3333333333333333,0.0,1.6666666665230178e-05,-1.7118889500264889e-15,-6.544773021877963e-16
1.0,0.3333333333333333,0.0,-5.19339835136635e-16,-1.3228921659641648e-15,3.117177369880487e-16
0.0,0.5,0.0,9.999999998930268e-05,6.567624614495347e-16,2.7390844981541358e-14
0.16666666666666666,0.5,0.0,8.333333332892276e-05,-3.1948434728866983e-15,-2.100907447227316e-14
0.3333333333333333,0.5,0.0,6.666666666222374e-05,-2.93022886146085e-15,-4.406070505344889e-15
0.5,0.5,0.0,4.999999999675609e-05,-2.361477432014848e-15,-3.924097623778626e-16
0.6666666666666666,0.5,0.0,3.333333333121821e-05,-1.4320481107367444e-15,2.415235952278632e-16
0.8333333333333333,0.5,0.0,1.6666666665669337e-05,-1.5267117452982766e-15,1.2674612973348204e-17
1.0,0.5,0.0,-4.489621244101513e-17,-1.4343001595852568e-15,2.0617980213512744e-16
0.0,0.6666666666666666,0.0,9.999999997556552e-05,-2.2388240271539386e-15,-4.910799637925128e-14
0.16666666666666666,0.6666666666666666,0.0,8.333333332780043e-05,-5.721896499989596e-15,2.3754889462798366e-15
0.3333333333333333,0.6666666666666666,0.0,6.666666666670758e-05,-2.636888580158028e-15,2.9573647788985667e-15
0.5,0.6666666666666666,0.0,4.9999999999567975e-05,-2.2483544216686928e-15,-4.516751218976791e-16
0.6666666666666666,0.6666666666666666,0.0,3.333333333265463e-05,-1.6739841991670793e-15,-8.744390813852869e-18
0.8333333333333333,0.6666666666666666,0.0,1.66666666663577e-05,-1.5800695005495976e-15,-1.0732034121854787e-16
1.0,0.6666666666666666,0.0,-8.530776270365256e-17,-1.3984270701893959e-15,4.019210850864249e-17
0.0,0.8333333333333333,0.0,0.00010000000004047082,-1.18998609166821e-14,3.2642136192640275e-14
0.16666666666666666,0.8333333333333333,0.0,8.333333335697642e-05,-7.88139687763246e-15,9.401050446781e-15
0.3333333333333333,0.8333333333333333,0.0,6.66666666757782e-05,-5.782941092472139e-16,-3.835879113308249e-15
0.5,0.8333333333333333,0.0,5.000000000229135e-05,-1.04519191128103e-15,1.8297288202960317e-17
0.6666666666666666,0.8333333333333333,0.0,3.333333333390787e-05,-1.1494454940526978e-15,-3.341064212917884e-17
0.8333333333333333,0.8333333333333333,0.0,1.6666666666757002e-05,-1.2871251806798373e-15,-1.0066412132789894e-16
1.0,0.8333333333333333,0.0,-1.170505308888491e-16,-1.089939378100164e-15,-1.2304423276136e-16
0.0,1.0,0.0,0.00010000000000376784,-3.601422612215785e-14,3.400116302267347e-14
0.16666666666666666,1.0,0.0,8.333333334631965e-05,-2.5412180939189276e-14,4.580190036917309e-14
0.3333333333333333,1.0,0.0,6.666666667675588e-05,3.995449429223727e-15,-4.073503137266961e-15
0.5,1.0,0.0,5.0000000003859145e-05,1.1561525230312274e-15,3.959323924910068e-17
0.6666666666666666,1.0,0.0,3.333333333491399e-05,4.025064261805051e-16,-1.973255297478776e-16
0.8333333333333333,1.0,0.0,1.6666666667202663e-05,-8.433261919105124e-17,8.020174860681221e-17
