"X","Y","Z","TimeStep1 - temperature","TimeStep2 - temperature"
0.0,0.0,0.0,8.573156159165617e-09,8.573156161363067e-09
0.03333333333333333,0.0,0.0,8.238639905563962e-09,8.238639907756077e-09
0.06666666666666667,0.0,0.0,7.90174019102654e-09,7.901740193202991e-09
0.1,0.0,0.0,7.562403739079336e-09,7.56240374123017e-09
0.13333333333333333,0.0,0.0,7.220540356245563e-09,7.220540358361144e-09
0.16666666666666666,0.0,0.0,6.876020779741787e-09,6.876020781812819e-09
0.2,0.0,0.0,6.528673556241663e-09,6.528673558259167e-09
0.23333333333333334,0.0,0.0,6.178280840646372e-09,6.178280842601679e-09
0.26666666666666666,0.0,0.0,5.824572968825408e-09,5.8245729707101255e-09
0.3,0.0,0.0,5.467221623394475e-09,5.467221625200489e-09
0.3333333333333333,0.0,0.0,5.1058313809305e-09,5.105831382649937e-09
0.36666666666666664,0.0,0.0,4.739929411696919e-09,4.739929413322141e-09
0.4,0.0,0.0,4.36895311739287e-09,4.368953118916428e-09
0.43333333333333335,0.0,0.0,3.992235574470181e-09,3.992235575884812e-09
0.4666666666666667,0.0,0.0,3.6089888682506144e-09,3.608988869549184e-09
0.5,0.0,0.0,3.2182858838321097e-09,3.2182858850076e-09
0.5333333333333333,0.0,0.0,2.819042098815969e-09,2.819042099861433e-09
0.5666666666666667,0.0,0.0,2.4100008265119695e-09,2.4100008274204686e-09
0.6,0.0,0.0,1.989728933821397e-09,1.989728934586027e-09
0.6333333333333333,0.0,0.0,1.5566365260209037e-09,1.5566365266347397e-09
0.6666666666666666,0.0,0.0,1.1090451060468457e-09,1.1090451065030052e-09
0.7,0.0,0.0,6.453451320226916e-10,6.453451323144524e-10
0.7333333333333333,0.0,0.0,1.6429922146658896e-10,1.6429922158766514e-10
0.7666666666666666,0.0,0.0,-3.344802025024385e-10,-3.3448020255738885e-10
0.8,0.0,0.0,-8.501072040622742e-10,-8.501072042969399e-10
0.8333333333333334,0.0,0.0,-1.3815182615662689e-09,-1.381518261982413e-09
0.8666666666666667,0.0,0.0,-1.936588243819681e-09,-1.93658824442065e-09
0.9,0.0,0.0,-2.574261613287551e-09,-2.5742616140993538e-09
0.9333333333333333,0.0,0.0,-3.5730122083568504e-09,-3.5730122095189196e-09
0.9666666666666667,0.0,0.0,-6.893143507941316e-09,-6.893143510358232e-09
1.0,0.0,0.0,-1.595565136237522e-07,-1.595565136832234e-07
0.0,0.03333333333333333,0.0,8.574334700054794e-09,8.574334702252822e-09
0.03333333333333333,0.03333333333333333,0.0,8.239827205211426e-09,8.239827207404123e-09
0.06666666666666667,0.03333333333333333,0.0,7.902953972713978e-09,7.902953974891022e-09
0.1,0.03333333333333333,0.0,7.563662350876566e-09,7.56366235302799e-09
0.13333333333333333,0.03333333333333333,0.0,7.2218632127367975e-09,7.221863214853009e-09
0.16666666666666666,0.03333333333333333,0.0,6.877428842302114e-09,6.87742884437382e-09
0.2,0.03333333333333333,0.0,6.5301898686224525e-09,6.530189870640669e-09
0.23333333333333334,0.03333333333333333,0.0,6.179931137514804e-09,6.179931139470872e-09
0.26666666666666666,0.03333333333333333,0.0,5.82638637515909e-09,5.8263863770446265e-09
0.3,0.03333333333333333,0.0,5.4692314610786154e-09,5.469231462885543e-09
0.3333333333333333,0.03333333333333333,0.0,5.108076093294602e-09,5.108076095015023e-09
0.36666666666666664,0.03333333333333333,0.0,4.742453602823799e-09,4.742453604450103e-09
0.4,0.03333333333333333,0.0,4.371808672915942e-09,4.371808674440704e-09
0.43333333333333335,0.03333333333333333,0.0,3.995482769534449e-09,3.99548277095042e-09
0.4666666666666667,0.03333333333333333,0.0,3.612697249192762e-09,3.6126972504928314e-09
0.5,0.03333333333333333,0.0,3.222534483281418e-09,3.2225344844585955e-09
0.5333333333333333,0.03333333333333333,0.0,2.8239181201704743e-09,2.8239181212178235e-09
0.5666666666666667,0.03333333333333333,0.0,2.415595158929368e-09,2.41559515983999e-09
0.6,0.03333333333333333,0.0,1.9961254884052377e-09,1.9961254891722228e-09
0.6333333333333333,0.03333333333333333,0.0,1.5638901146556638e-09,1.5638901152720898e-09
0.6666666666666666,0.03333333333333333,0.0,1.1171393985406137e-09,1.117139398999547e-09
0.7,0.03333333333333333,0.0,6.541200665005914e-10,6.541200667951954e-10
0.7333333333333333,0.03333333333333333,0.0,1.7334693308091616e-10,1.7334693320466794e-10
0.7666666666666666,0.03333333333333333,0.0,-3.2588353338314236e-10,-3.258835334359665e-10
0.8,0.03333333333333333,0.0,-8.426530987335788e-10,-8.4265309896705e-10
0.8333333333333334,0.03333333333333333,0.0,-1.3734550294546315e-09,-1.37345502986988e-09
0.8666666666666667,0.03333333333333333,0.0,-1.9128509638728226e-09,-1.9128509644670088e-09
0.9,0.03333333333333333,0.0,-2.464592630863993e-09,-2.464592631633936e-09
0.9333333333333333,0.03333333333333333,0.0,-3.093933001947966e-09,-3.0939330029159573e-09
0.9666666666666667,0.03333333333333333,0.0,-3.3182094941523237e-09,-3.318209495182129e-09
1.0,0.03333333333333333,0.0,1.3150101677471313e-07,1.3150101682388778e-07
0.0,0.06666666666666667,0.0,8.577852907159027e-09,8.577852909358785e-09
0.03333333333333333,0.06666666666666667,0.0,8.243371484683972e-09,8.243371486878405e-09
0.06666666666666667,0.06666666666666667,0.0,7.906577079152498e-09,7.906577081331311e-09
0.1,0.06666666666666667,0.0,7.567418890706424e-09,7.56741889285968e-09
0.13333333333333333,0.06666666666666667,0.0,7.225810953621093e-09,7.225810955739195e-09
0.16666666666666666,0.06666666666666667,0.0,6.8816301372233554e-09,6.881630139297036e-09
0.2,0.06666666666666667,0.0,6.534713244868271e-09,6.534713246888599e-09
0.23333333333333334,0.06666666666666667,0.0,6.184853104004243e-09,6.184853105962569e-09
0.26666666666666666,0.06666666666666667,0.0,5.831793503377969e-09,5.831793505265958e-09
0.3,0.06666666666666667,0.0,5.475222792270426e-09,5.475222794080002e-09
0.3333333333333333,0.06666666666666667,0.0,5.114765911572321e-09,5.114765913295663e-09
0.36666666666666664,0.06666666666666667,0.0,4.749974579362944e-09,4.749974580992471e-09
0.4,0.06666666666666667,0.0,4.380315309449066e-09,4.3803153109774144e-09
0.43333333333333335,0.06666666666666667,0.0,4.005154911060893e-09,4.00515491248086e-09
0.4666666666666667,0.06666666666666667,0.0,3.6237431240412847e-09,3.623743125345834e-09
0.5,0.06666666666666667,0.0,3.2351921307344293e-09,3.235192131916624e-09
0.5333333333333333,0.06666666666666667,0.0,2.838452940409607e-09,2.8384529414625998e-09
0.5666666666666667,0.06666666666666667,0.0,2.432289238094451e-09,2.432289239011401e-09
0.6,0.06666666666666667,0.0,2.0152505877411852e-09,2.015250588515233e-09
0.6333333333333333,0.06666666666666667,0.0,1.5856496799402983e-09,1.5856496805645202e-09
0.6666666666666666,0.06666666666666667,0.0,1.141554562444441e-09,1.1415545629117962e-09
0.7,0.06666666666666667,0.0,6.808217452083817e-10,6.808217455117258e-10
0.7333333333333333,0.06666666666666667,0.0,2.012354903440115e-10,2.0123549047617114e-10
0.7666666666666666,0.06666666666666667,0.0,-2.9906596761373796e-10,-2.990659676596718e-10
0.8,0.06666666666666667,0.0,-8.203252368083614e-10,-8.203252370381695e-10
0.8333333333333334,0.06666666666666667,0.0,-1.3572307457036689e-09,-1.3572307461194603e-09
0.8666666666666667,0.06666666666666667,0.0,-1.885933529012584e-09,-1.8859335296048196e-09
0.9,0.06666666666666667,0.0,-2.3200620796146047e-09,-2.3200620803358557e-09
0.9333333333333333,0.06666666666666667,0.0,-2.3773622717329104e-09,-2.3773622724154933e-09
0.9666666666666667,0.06666666666666667,0.0,-1.8733756123199526e-09,-1.8733756126833562e-09
1.0,0.06666666666666667,0.0,-1.1359275513099296e-07,-1.1359275517287286e-07
0.0,0.1,0.0,8.583658937914422e-09,8.583658940117045e-09
0.03333333333333333,0.1,0.0,8.249220297072216e-09,8.249220299269517e-09
0.06666666666666667,0.1,0.0,7.912555228334175e-09,7.912555230515909e-09
0.1,0.1,0.0,7.57361594379269e-09,7.57361594594895e-09
0.13333333333333333,0.1,0.0,7.232321619806467e-09,7.2323216219277025e-09
0.16666666666666666,0.1,0.0,6.888556585535636e-09,6.8885565876126045e-09
0.2,0.1,0.0,6.542167692860326e-09,6.542167694884141e-09
0.23333333333333334,0.1,0.0,6.192960767645942e-09,6.192960769608011e-09
0.26666666666666666,0.1,0.0,5.840696004595106e-09,5.8406960064871316e-09
0.3,0.1,0.0,5.485082122238539e-09,5.485082124052498e-09
0.3333333333333333,0.1,0.0,5.125769037661442e-09,5.125769039389611e-09
0.36666666666666664,0.1,0.0,4.7623387475480865e-09,4.76233874918293e-09
0.4,0.1,0.0,4.394294005696791e-09,4.394294007231033e-09
0.43333333333333335,0.1,0.0,4.021044255409338e-09,4.021044256835881e-09
0.4666666666666667,0.1,0.0,3.641888088056935e-09,3.6418880893688472e-09
0.5,0.1,0.0,3.2559912221801777e-09,3.2559912233706474e-09
0.5333333333333333,0.1,0.0,2.8623585715679974e-09,2.8623585726302905e-09
0.5666666666666667,0.1,0.0,2.4597982993896106e-09,2.4597983003170314e-09
0.6,0.1,0.0,2.046874704050157e-09,2.04687470483595e-09
0.6333333333333333,0.1,0.0,1.621845258939287e-09,1.6218452595765748e-09
0.6666666666666666,0.1,0.0,1.1825755207264198e-09,1.1825755212080836e-09
0.7,0.1,0.0,7.264266204063225e-10,7.264266207248756e-10
0.7333333333333333,0.1,0.0,2.50125610761897e-10,2.5012561090930934e-10
0.7666666666666666,0.1,0.0,-2.502939122705432e-10,-2.5029391230300485e-10
0.8,0.1,0.0,-7.790766722380266e-10,-7.790766724597255e-10
0.8333333333333334,0.1,0.0,-1.338217398013987e-09,-1.3382173984337165e-09
0.8666666666666667,0.1,0.0,-1.916325827020472e-09,-1.916325827640529e-09
0.9,0.1,0.0,-2.4419980573952592e-09,-2.4419980581861944e-09
0.9333333333333333,0.1,0.0,-2.5778621845245053e-09,-2.577862185315598e-09
0.9666666666666667,0.1,0.0,-5.730813215692958e-10,-5.730813214715639e-10
1.0,0.1,0.0,9.14130875008143e-08,9.1413087536035e-08
0.0,0.13333333333333333,0.0,8.591667720510195e-09,8.59166772271673e-09
0.03333333333333333,0.13333333333333333,0.0,8.257287587655553e-09,8.257287589856805e-09
0.06666666666666667,0.13333333333333333,0.0,7.920799380868675e-09,7.920799383054437e-09
0.1,0.13333333333333333,0.0,7.582159375191961e-09,7.582159377352368e-09
0.13333333333333333,0.13333333333333333,0.0,7.241293683791991e-09,7.241293685917524e-09
0.16666666666666666,0.13333333333333333,0.0,6.898096701073054e-09,6.898096703154555e-09
0.2,0.13333333333333333,0.0,6.552428842219896e-09,6.552428844248515e-09
0.23333333333333334,0.13333333333333333,0.0,6.2041134914837854e-09,6.204113493451002e-09
0.26666666666666666,0.13333333333333333,0.0,5.8529330353982485e-09,5.852933037295831e-09
