"X","Y","Z","TimeStep1 - u","TimeStep1 - v"
0.0,0.0,0.0,0.004416773430439676,0.0002186298370361328
0.1,0.0,0.0,0.0028585334747221265,-0.0020933151245117188
0.2,0.0,0.0,0.0034493850000000014,0.004454135894775391
0.30000000000000004,0.0,0.0,0.0012779325,0.0007977485656738281
0.4,0.0,0.0,0.0019692056249999957,-0.0017495155334472656
0.5,0.0,0.0,0.003555050624999995,0.0008721351623535156
0.6000000000000001,0.0,0.0,0.0036446512500000047,0.0036122798919677734
0.7000000000000001,0.0,0.0,0.0017007862500000004,0.0009851455688476562
0.8,0.0,0.0,0.002507861249999998,-0.0008661746978759766
0.9,0.0,0.0,0.003212043749999994,0.001621246337890625
1.0,0.0,0.0,0.0031452974999999985,-0.00028133392333984375
0.0,0.1,0.0,0.0010404304821237903,-0.0020754337310791016
0.1,0.1,0.0,0.0013613692184277426,0.0031502246856689453
0.2,0.1,0.0,0.00042835550218274217,0.00035691261291503906
0.30000000000000004,0.1,0.0,0.005990915788934715,0.003010272979736328
0.4,0.1,0.0,0.0016947142342899704,-0.0010488033294677734
0.5,0.1,0.0,0.0002666131611485287,-0.0012836456298828125
0.6000000000000001,0.1,0.0,0.003395857115770208,0.0025882720947265625
0.7000000000000001,0.1,0.0,0.0052428446586285605,0.0030078887939453125
0.8,0.1,0.0,0.0015409811390628655,-0.00021076202392578125
0.9,0.1,0.0,0.002426856111861314,-0.0012021064758300781
1.0,0.1,0.0,0.0028950661189451124,0.001008749008178711
0.0,0.2,0.0,-0.002419209214690733,-0.0004584789276123047
0.1,0.2,0.0,-0.0014765912604551056,-0.00015306472778320312
0.2,0.2,0.0,0.0031976007328962494,0.0013146400451660156
0.30000000000000004,0.2,0.0,0.0012710065412442169,-0.0015516281127929688
0.4,0.2,0.0,0.004806256540118663,0.0034275054931640625
0.5,0.2,0.0,0.0005355552061983989,0.00058746337890625
0.6000000000000001,0.2,0.0,0.0015712487226990873,-0.002315521240234375
0.7000000000000001,0.2,0.0,0.004513168935544214,0.0015246868133544922
0.8,0.2,0.0,0.005090607133827131,0.003420114517211914
0.9,0.2,0.0,0.0006521877168938579,-0.0007956027984619141
1.0,0.2,0.0,0.0009614680007652283,0.00035691261291503906
0.0,0.30000000000000004,0.0,-0.0010594717940366734,-0.0003581047058105469
0.1,0.30000000000000004,0.0,-0.0005005748936512267,-0.002153158187866211
0.2,0.30000000000000004,0.0,-0.0003235116734287364,-0.0015380382537841797
0.30000000000000004,0.30000000000000004,0.0,0.0021115265314291813,0.0012693405151367188
0.4,0.30000000000000004,0.0,0.001009961345893637,-0.0011968612670898438
0.5,0.30000000000000004,0.0,0.006233759238408933,0.0033707618713378906
0.6000000000000001,0.30000000000000004,0.0,-3.392294624839323e-05,0.00030541419982910156
0.7000000000000001,0.30000000000000004,0.0,0.0011559835576079212,-0.0034058094024658203
0.8,0.30000000000000004,0.0,0.005755028357024296,0.0010464191436767578
0.9,0.30000000000000004,0.0,0.00428966885078728,0.005498170852661133
1.0,0.30000000000000004,0.0,0.002875265070275265,-0.0018706321716308594
0.0,0.4,0.0,0.0006950445922327211,-0.0006780624389648438
0.1,0.4,0.0,-0.00020669771539219472,-0.0010159015655517578
0.2,0.4,0.0,-0.0012362992925162592,-0.0017614364624023438
0.30000000000000004,0.4,0.0,-0.00034952414669521726,-0.00153350830078125
0.4,0.4,0.0,0.0026801814378577776,0.0005712509155273438
0.5,0.4,0.0,0.001354134699357029,-0.0021638870239257812
0.6000000000000001,0.4,0.0,0.0071304681353747765,0.003983259201049805
